model,fpr,tpr
Logistic Regression,0.027990669776741087,0.3171428571428571
Logistic Regression,0.03032322559146951,0.3171428571428571
Logistic Regression,0.03032322559146951,0.32
Logistic Regression,0.0319893368877041,0.32
Logistic Regression,0.0319893368877041,0.32285714285714284
Logistic Regression,0.032989003665444855,0.32285714285714284
Logistic Regression,0.032989003665444855,0.32571428571428573
Logistic Regression,0.03632122625791403,0.32571428571428573
Logistic Regression,0.03632122625791403,0.3314285714285714
Logistic Regression,0.042652449183605466,0.3314285714285714
Logistic Regression,0.042652449183605466,0.34
Logistic Regression,0.043652115961346216,0.34
Logistic Regression,0.043652115961346216,0.34285714285714286
Logistic Regression,0.04398533822059313,0.34285714285714286
Logistic Regression,0.04398533822059313,0.3457142857142857
Logistic Regression,0.04465178273908697,0.3457142857142857
Logistic Regression,0.04465178273908697,0.3485714285714286
Logistic Regression,0.049983338887037654,0.3485714285714286
Logistic Regression,0.049983338887037654,0.3514285714285714
Logistic Regression,0.05231589470176608,0.3514285714285714
Logistic Regression,0.05231589470176608,0.35428571428571426
Logistic Regression,0.052649116961012994,0.35428571428571426
Logistic Regression,0.052649116961012994,0.35714285714285715
Logistic Regression,0.05931356214595135,0.35714285714285715
Logistic Regression,0.05931356214595135,0.36
Logistic Regression,0.06164611796067977,0.36
Logistic Regression,0.06164611796067977,0.3628571428571429
Logistic Regression,0.06197934021992669,0.3628571428571429
Logistic Regression,0.06197934021992669,0.3657142857142857
Logistic Regression,0.06431189603465512,0.3657142857142857
Logistic Regression,0.06431189603465512,0.36857142857142855
Logistic Regression,0.06664445184938354,0.36857142857142855
Logistic Regression,0.06664445184938354,0.37142857142857144
Logistic Regression,0.06797734088637121,0.37142857142857144
Logistic Regression,0.06797734088637121,0.3742857142857143
Logistic Regression,0.07130956347884039,0.3742857142857143
Logistic Regression,0.07130956347884039,0.37714285714285717
Logistic Regression,0.0716427857380873,0.37714285714285717
Logistic Regression,0.0716427857380873,0.38
Logistic Regression,0.07197600799733422,0.38
Logistic Regression,0.07197600799733422,0.38285714285714284
Logistic Regression,0.07264245251582806,0.38285714285714284
Logistic Regression,0.07264245251582806,0.38571428571428573
Logistic Regression,0.07630789736754415,0.38571428571428573
Logistic Regression,0.07630789736754415,0.38857142857142857
Logistic Regression,0.08197267577474175,0.38857142857142857
Logistic Regression,0.08197267577474175,0.3914285714285714
Logistic Regression,0.08830389870043319,0.3914285714285714
